time,Open,High,Low,Close,Volume,Spread,RealVolume
2026-04-20 18:20:00,1.0534,1.05345,1.0527,1.05287,787.0,8.0,0.0
2026-04-20 18:25:00,1.05286,1.05299,1.05271,1.05287,687.0,8.0,0.0
2026-04-20 18:30:00,1.0529,1.05308,1.05284,1.05296,660.0,8.0,0.0
2026-04-20 18:35:00,1.05295,1.0532,1.05285,1.05319,620.0,8.0,0.0
2026-04-20 18:40:00,1.0532,1.05349,1.05312,1.05347,582.0,8.0,0.0
2026-04-20 18:45:00,1.05348,1.05359,1.0533,1.05356,494.0,8.0,0.0
2026-04-20 18:50:00,1.05356,1.05382,1.05355,1.05375,513.0,8.0,0.0
2026-04-20 18:55:00,1.05377,1.05377,1.05348,1.05371,400.0,8.0,0.0
2026-04-20 19:00:00,1.05362,1.05376,1.05357,1.05368,526.0,9.0,0.0
2026-04-20 19:05:00,1.05368,1.05377,1.05346,1.05353,504.0,8.0,0.0
2026-04-20 19:10:00,1.05356,1.05361,1.05345,1.0536,380.0,8.0,0.0
2026-04-20 19:15:00,1.0536,1.0537,1.0535,1.05363,411.0,8.0,0.0
2026-04-20 19:20:00,1.05364,1.05367,1.05337,1.0534,376.0,8.0,0.0
2026-04-20 19:25:00,1.0534,1.05357,1.05338,1.05349,340.0,8.0,0.0
2026-04-20 19:30:00,1.05347,1.05376,1.05347,1.05372,348.0,8.0,0.0
2026-04-20 19:35:00,1.05372,1.0539,1.0537,1.05371,327.0,8.0,0.0
2026-04-20 19:40:00,1.05372,1.05388,1.05365,1.05384,377.0,8.0,0.0
2026-04-20 19:45:00,1.05383,1.05386,1.05367,1.05367,375.0,8.0,0.0
2026-04-20 19:50:00,1.05367,1.05371,1.05351,1.05359,337.0,8.0,0.0
2026-04-20 19:55:00,1.05358,1.05372,1.05335,1.05351,422.0,8.0,0.0
2026-04-20 20:00:00,1.05353,1.05368,1.05343,1.05358,534.0,8.0,0.0
2026-04-20 20:05:00,1.05357,1.05362,1.05341,1.05344,343.0,8.0,0.0
2026-04-20 20:10:00,1.05343,1.05356,1.05338,1.05351,299.0,8.0,0.0
2026-04-20 20:15:00,1.0535,1.05353,1.0534,1.05351,302.0,8.0,0.0
2026-04-20 20:20:00,1.05353,1.05365,1.05348,1.05359,345.0,8.0,0.0
2026-04-20 20:25:00,1.05359,1.05365,1.05354,1.05358,297.0,8.0,0.0
2026-04-20 20:30:00,1.05358,1.05374,1.05354,1.05367,285.0,8.0,0.0
2026-04-20 20:35:00,1.05368,1.05375,1.05355,1.05367,428.0,8.0,0.0
2026-04-20 20:40:00,1.05368,1.05376,1.05359,1.05365,381.0,9.0,0.0
2026-04-20 20:45:00,1.05363,1.05374,1.05357,1.0536,249.0,8.0,0.0
2026-04-20 20:50:00,1.05362,1.05372,1.05354,1.05362,250.0,8.0,0.0
2026-04-20 20:55:00,1.05363,1.05375,1.05357,1.05365,275.0,8.0,0.0
2026-04-20 21:00:00,1.05365,1.05368,1.05345,1.05363,369.0,10.0,0.0
2026-04-20 21:05:00,1.05363,1.05367,1.05347,1.05357,346.0,10.0,0.0
2026-04-20 21:10:00,1.05356,1.05364,1.05341,1.05354,385.0,11.0,0.0
2026-04-20 21:15:00,1.05353,1.05365,1.05346,1.05358,369.0,10.0,0.0
2026-04-20 21:20:00,1.05357,1.05362,1.05345,1.0535,312.0,10.0,0.0
2026-04-20 21:25:00,1.05349,1.05367,1.05346,1.05366,380.0,10.0,0.0
2026-04-20 21:30:00,1.05366,1.05376,1.05359,1.05364,415.0,10.0,0.0
2026-04-20 21:35:00,1.05366,1.05395,1.05362,1.05386,410.0,10.0,0.0
2026-04-20 21:40:00,1.05385,1.05393,1.05378,1.05386,285.0,10.0,0.0
