time,Open,High,Low,Close,Volume,Spread
2026-01-29 12:00:00,199.665,199.831,199.588,199.684,5910.0,15.0
2026-01-29 13:00:00,199.687,199.912,199.65,199.727,5384.0,15.0
2026-01-29 14:00:00,199.729,199.789,199.562,199.641,5171.0,15.0
2026-01-29 15:00:00,199.646,199.897,199.596,199.775,9928.0,15.0
2026-01-29 16:00:00,199.78,199.965,199.675,199.855,8795.0,15.0
2026-01-29 17:00:00,199.857,199.957,198.556,198.952,12954.0,15.0
2026-01-29 18:00:00,198.95,199.358,198.949,199.21,9996.0,15.0
2026-01-29 19:00:00,199.209,199.604,199.209,199.468,7754.0,15.0
2026-01-29 20:00:00,199.47,199.794,199.465,199.637,6411.0,15.0
2026-01-29 21:00:00,199.636,199.797,199.62,199.709,4941.0,15.0
2026-01-29 22:00:00,199.718,200.053,199.718,200.011,4124.0,15.0
2026-01-29 23:00:00,200.012,200.35,199.948,200.329,3298.0,15.0
2026-01-30 00:00:00,199.628,200.345,199.534,200.083,6051.0,15.0
2026-01-30 01:00:00,200.093,200.404,200.031,200.334,3328.0,15.0
2026-01-30 02:00:00,200.334,200.481,200.044,200.084,7065.0,15.0
2026-01-30 03:00:00,200.092,200.276,200.014,200.104,8070.0,15.0
2026-01-30 04:00:00,200.101,200.281,199.824,200.112,8719.0,15.0
2026-01-30 05:00:00,200.114,200.301,200.031,200.285,5577.0,15.0
2026-01-30 06:00:00,200.288,200.459,200.246,200.309,4343.0,15.0
2026-01-30 07:00:00,200.311,200.495,200.207,200.257,5266.0,15.0
2026-01-30 08:00:00,200.254,200.425,200.163,200.249,5963.0,15.0
2026-01-30 09:00:00,200.249,200.538,200.206,200.41,7159.0,15.0
2026-01-30 10:00:00,200.424,200.54,200.094,200.469,7677.0,15.0
2026-01-30 11:00:00,200.459,200.555,200.194,200.436,7888.0,15.0
2026-01-30 12:00:00,200.418,200.588,200.317,200.512,6667.0,15.0
2026-01-30 13:00:00,200.515,200.631,200.411,200.601,6027.0,15.0
2026-01-30 14:00:00,200.593,200.758,200.382,200.424,7165.0,15.0
2026-01-30 15:00:00,200.425,200.822,200.37,200.744,8537.0,15.0
2026-01-30 16:00:00,200.749,201.065,200.591,200.899,8171.0,15.0
2026-01-30 17:00:00,200.898,201.157,200.242,200.242,9904.0,15.0
2026-01-30 18:00:00,200.241,200.338,200.039,200.169,8988.0,15.0
2026-01-30 19:00:00,200.165,200.307,200.036,200.092,8258.0,15.0
2026-01-30 20:00:00,200.093,200.248,199.992,200.198,9362.0,15.0
2026-01-30 21:00:00,200.197,200.366,200.184,200.2,7730.0,15.0
2026-01-30 22:00:00,200.2,200.277,200.113,200.198,6651.0,15.0
2026-01-30 23:00:00,200.201,200.256,200.149,200.232,4085.0,15.0
2026-02-02 00:00:00,200.435,201.209,200.412,200.803,1600.0,15.0
2026-02-02 01:00:00,200.861,200.93,200.477,200.608,7317.0,15.0
2026-02-02 02:00:00,200.589,200.912,200.405,200.888,7719.0,15.0
2026-02-02 03:00:00,200.89,200.939,200.708,200.779,7981.0,15.0
2026-02-02 04:00:00,200.778,200.802,200.475,200.651,6936.0,15.0
2026-02-02 05:00:00,200.652,200.734,200.547,200.635,5674.0,15.0
2026-02-02 06:00:00,200.636,200.662,200.417,200.464,5656.0,15.0
2026-02-02 07:00:00,200.465,200.534,200.253,200.366,6290.0,15.0
2026-02-02 08:00:00,200.367,200.446,199.961,200.064,8035.0,15.0
2026-02-02 09:00:00,200.062,200.394,200.038,200.277,7184.0,15.0
2026-02-02 10:00:00,200.299,200.498,200.052,200.073,7448.0,15.0
2026-02-02 11:00:00,200.074,200.132,199.728,199.742,6658.0,15.0
2026-02-02 12:00:00,199.743,199.992,199.344,199.488,5857.0,15.0
2026-02-02 13:00:00,199.487,199.699,199.461,199.621,5098.0,15.0
2026-02-02 14:00:00,199.62,199.729,199.534,199.582,6468.0,15.0
2026-02-02 15:00:00,199.586,199.636,199.271,199.324,7942.0,15.0
2026-02-02 16:00:00,199.327,199.484,199.187,199.383,7901.0,15.0
2026-02-02 17:00:00,199.379,199.503,199.136,199.168,9778.0,15.0
2026-02-02 18:00:00,199.171,199.533,199.106,199.422,8009.0,15.0
2026-02-02 19:00:00,199.421,199.544,199.309,199.444,6180.0,15.0
2026-02-02 20:00:00,199.444,199.508,199.328,199.375,5276.0,15.0
2026-02-02 21:00:00,199.375,199.635,199.343,199.566,4435.0,15.0
2026-02-02 22:00:00,199.562,199.613,199.433,199.579,4353.0,15.0
2026-02-02 23:00:00,199.582,199.632,199.511,199.626,2920.0,15.0
2026-02-03 00:00:00,199.582,199.812,199.359,199.45,1728.0,15.0
2026-02-03 01:00:00,199.461,199.642,199.448,199.553,3124.0,15.0
2026-02-03 02:00:00,199.559,199.832,199.556,199.718,5003.0,15.0
2026-02-03 03:00:00,199.719,199.863,199.659,199.764,5432.0,15.0
2026-02-03 04:00:00,199.765,199.788,199.615,199.698,4503.0,15.0
2026-02-03 05:00:00,199.696,199.793,199.684,199.734,4386.0,15.0
2026-02-03 06:00:00,199.736,199.866,199.631,199.688,3866.0,15.0
2026-02-03 07:00:00,199.687,199.803,199.672,199.705,3347.0,15.0
2026-02-03 08:00:00,199.701,199.89,199.64,199.804,4136.0,15.0
2026-02-03 09:00:00,199.804,200.024,199.75,199.909,5627.0,15.0
2026-02-03 10:00:00,199.913,200.175,199.896,200.074,6259.0,15.0
2026-02-03 11:00:00,200.075,200.281,199.951,200.123,6039.0,15.0
2026-02-03 12:00:00,200.12,200.314,200.071,200.267,4410.0,15.0
2026-02-03 13:00:00,200.266,200.426,200.255,200.334,4159.0,15.0
2026-02-03 14:00:00,200.335,200.59,200.288,200.492,4597.0,15.0
