time,Open,High,Low,Close,Volume,Spread,RealVolume
2026-04-20 18:15:00,17.33923,17.34259,17.3268,17.33178,1775.0,443.0,0.0
2026-04-20 18:20:00,17.3318,17.3327,17.31906,17.32652,2552.0,443.0,0.0
2026-04-20 18:25:00,17.32649,17.33328,17.32442,17.32563,2235.0,443.0,0.0
2026-04-20 18:30:00,17.32616,17.32942,17.31974,17.32061,1879.0,443.0,0.0
2026-04-20 18:35:00,17.32068,17.32588,17.31348,17.31523,1676.0,443.0,0.0
2026-04-20 18:40:00,17.31527,17.31747,17.31023,17.31738,1163.0,443.0,0.0
2026-04-20 18:45:00,17.3174,17.32088,17.31328,17.31438,1232.0,443.0,0.0
2026-04-20 18:50:00,17.31436,17.32065,17.31382,17.31981,1027.0,443.0,0.0
2026-04-20 18:55:00,17.31967,17.32046,17.31213,17.31347,755.0,443.0,0.0
2026-04-20 19:00:00,17.31227,17.31713,17.31064,17.31313,842.0,527.0,0.0
2026-04-20 19:05:00,17.31309,17.31756,17.31092,17.31529,810.0,501.0,0.0
2026-04-20 19:10:00,17.31537,17.31962,17.31288,17.31298,940.0,481.0,0.0
2026-04-20 19:15:00,17.31303,17.31374,17.30768,17.30779,940.0,524.0,0.0
2026-04-20 19:20:00,17.3078,17.31499,17.30703,17.3148,1032.0,481.0,0.0
2026-04-20 19:25:00,17.31471,17.31959,17.30977,17.31367,1216.0,481.0,0.0
2026-04-20 19:30:00,17.31367,17.32109,17.31207,17.321,818.0,481.0,0.0
2026-04-20 19:35:00,17.32107,17.32314,17.31882,17.32055,957.0,481.0,0.0
2026-04-20 19:40:00,17.32059,17.32133,17.31564,17.32083,920.0,481.0,0.0
2026-04-20 19:45:00,17.32089,17.32149,17.31228,17.31236,939.0,568.0,0.0
2026-04-20 19:50:00,17.31235,17.31375,17.30692,17.30964,935.0,481.0,0.0
2026-04-20 19:55:00,17.30963,17.31728,17.30939,17.3144,806.0,481.0,0.0
2026-04-20 20:00:00,17.3145,17.31474,17.30105,17.31001,1154.0,481.0,0.0
2026-04-20 20:05:00,17.31004,17.31169,17.30675,17.31068,960.0,487.0,0.0
2026-04-20 20:10:00,17.31069,17.31465,17.30637,17.30661,865.0,481.0,0.0
2026-04-20 20:15:00,17.3066,17.3117,17.3066,17.31041,548.0,481.0,0.0
2026-04-20 20:20:00,17.31044,17.31345,17.30941,17.31321,604.0,481.0,0.0
2026-04-20 20:25:00,17.31322,17.31809,17.31297,17.31684,487.0,481.0,0.0
2026-04-20 20:30:00,17.31683,17.31714,17.31265,17.31389,759.0,481.0,0.0
2026-04-20 20:35:00,17.31385,17.315080000000002,17.30676,17.30797,1440.0,481.0,0.0
2026-04-20 20:40:00,17.30798,17.31221,17.30313,17.30783,1076.0,548.0,0.0
2026-04-20 20:45:00,17.30777,17.3099,17.30624,17.30714,856.0,530.0,0.0
2026-04-20 20:50:00,17.30715,17.32657,17.30606,17.31357,892.0,481.0,0.0
2026-04-20 20:55:00,17.3136,17.31818,17.31344,17.31474,602.0,542.0,0.0
2026-04-20 21:00:00,17.31468,17.32176,17.31432,17.32047,600.0,485.0,0.0
2026-04-20 21:05:00,17.32046,17.32046,17.30921,17.31013,806.0,485.0,0.0
2026-04-20 21:10:00,17.31012,17.32092,17.30668,17.30682,1262.0,552.0,0.0
2026-04-20 21:15:00,17.30683,17.30784,17.3033,17.30501,800.0,485.0,0.0
2026-04-20 21:20:00,17.30496,17.30711,17.30425,17.30659,661.0,485.0,0.0
2026-04-20 21:25:00,17.30652,17.31333,17.30588,17.30937,927.0,485.0,0.0
2026-04-20 21:30:00,17.30957,17.31206,17.30655,17.30761,752.0,485.0,0.0
2026-04-20 21:35:00,17.30763,17.31109,17.3048,17.31107,966.0,485.0,0.0
2026-04-20 21:40:00,17.31095,17.31124,17.30586,17.30937,853.0,485.0,0.0
2026-04-20 21:45:00,17.30935,17.3115,17.30773,17.30886,820.0,485.0,0.0
2026-04-20 21:50:00,17.30888,17.30888,17.3059,17.30711,673.0,485.0,0.0
2026-04-20 21:55:00,17.3071,17.30762,17.30381,17.3059,953.0,485.0,0.0
2026-04-20 22:00:00,17.30605,17.30614,17.29956,17.30145,760.0,499.0,0.0
2026-04-20 22:05:00,17.30146,17.30234,17.29582,17.29634,407.0,485.0,0.0
2026-04-20 22:10:00,17.29635,17.29678,17.29372,17.29417,516.0,485.0,0.0
2026-04-20 22:15:00,17.29419,17.30017,17.29294,17.29974,483.0,485.0,0.0
2026-04-20 22:20:00,17.29942,17.29983,17.29723,17.29976,640.0,485.0,0.0
2026-04-20 22:25:00,17.29977,17.30058,17.29913,17.29978,475.0,485.0,0.0
2026-04-20 22:30:00,17.29982,17.30037,17.29692,17.29808,610.0,485.0,0.0
2026-04-20 22:35:00,17.29809,17.29876,17.29708,17.2986,625.0,485.0,0.0
2026-04-20 22:40:00,17.29882,17.30014,17.297719999999998,17.2999,472.0,485.0,0.0
2026-04-20 22:45:00,17.29992,17.30254,17.29976,17.30002,408.0,485.0,0.0
2026-04-20 22:50:00,17.29969,17.30242,17.29819,17.30076,748.0,485.0,0.0
2026-04-20 22:55:00,17.30104,17.30162,17.2995,17.30039,693.0,528.0,0.0
2026-04-20 23:00:00,17.30044,17.30105,17.29966,17.30087,1120.0,493.0,0.0
2026-04-20 23:05:00,17.30087,17.30101,17.29713,17.2977,1127.0,483.0,0.0
2026-04-20 23:10:00,17.2977,17.3,17.29732,17.29884,178.0,483.0,0.0
2026-04-20 23:15:00,17.29884,17.30376,17.29884,17.3035,184.0,483.0,0.0
2026-04-20 23:20:00,17.30357,17.3066,17.30191,17.30199,189.0,483.0,0.0
2026-04-20 23:25:00,17.30194,17.30354,17.30188,17.30215,590.0,483.0,0.0
