time,Open,High,Low,Close,Volume,Spread,RealVolume
2026-04-20 17:45:00,16.35442,16.36255,16.34953,16.35791,2164.0,783.0,0.0
2026-04-20 17:50:00,16.35769,16.39874,16.355339999999998,16.37209,2720.0,783.0,0.0
2026-04-20 17:55:00,16.3721,16.38465,16.3716,16.38067,1756.0,783.0,0.0
2026-04-20 18:00:00,16.38071,16.39585,16.37604,16.39065,2238.0,783.0,0.0
2026-04-20 18:05:00,16.39068,16.39266,16.3828,16.38543,2090.0,783.0,0.0
2026-04-20 18:10:00,16.38556,16.38952,16.37351,16.38079,1576.0,783.0,0.0
2026-04-20 18:15:00,16.38094,16.38744,16.37092,16.37498,1982.0,783.0,0.0
2026-04-20 18:20:00,16.375,16.37701,16.34615,16.35936,2566.0,792.0,0.0
2026-04-20 18:25:00,16.35882,16.36158,16.34757,16.34936,1840.0,783.0,0.0
2026-04-20 18:30:00,16.3493,16.35953,16.34376,16.3585,1798.0,783.0,0.0
2026-04-20 18:35:00,16.358530000000002,16.37033,16.35656,16.36159,1661.0,783.0,0.0
2026-04-20 18:40:00,16.36135,16.36283,16.353,16.36247,1543.0,783.0,0.0
2026-04-20 18:45:00,16.36237,16.37045,16.36205,16.36633,1286.0,783.0,0.0
2026-04-20 18:50:00,16.36607,16.37887,16.36598,16.37873,1328.0,783.0,0.0
2026-04-20 18:55:00,16.37874,16.37874,16.36679,16.37096,1380.0,783.0,0.0
2026-04-20 19:00:00,16.37089,16.372419999999998,16.36244,16.37015,2152.0,783.0,0.0
2026-04-20 19:05:00,16.37045,16.37087,16.35952,16.36034,1611.0,946.0,0.0
2026-04-20 19:10:00,16.36038,16.36856,16.35571,16.36106,1141.0,935.0,0.0
2026-04-20 19:15:00,16.36109,16.36182,16.35058,16.35446,1224.0,972.0,0.0
2026-04-20 19:20:00,16.35446,16.36584,16.35226,16.36511,1230.0,884.0,0.0
2026-04-20 19:25:00,16.36507,16.37068,16.36434,16.36532,1045.0,884.0,0.0
2026-04-20 19:30:00,16.36531,16.37172,16.3634,16.37172,1130.0,884.0,0.0
2026-04-20 19:35:00,16.37176,16.37534,16.36983,16.37275,885.0,884.0,0.0
2026-04-20 19:40:00,16.37254,16.37287,16.36103,16.37056,1324.0,884.0,0.0
2026-04-20 19:45:00,16.37058,16.37187,16.36538,16.36682,1184.0,884.0,0.0
2026-04-20 19:50:00,16.36665,16.36745,16.3591,16.36406,977.0,884.0,0.0
2026-04-20 19:55:00,16.36441,16.37507,16.3637,16.37065,1245.0,884.0,0.0
2026-04-20 20:00:00,16.37066,16.37147,16.35427,16.36923,1402.0,1008.0,0.0
2026-04-20 20:05:00,16.36909,16.37014,16.3636,16.36576,1482.0,952.0,0.0
2026-04-20 20:10:00,16.36577,16.36942,16.36369,16.36581,1160.0,884.0,0.0
2026-04-20 20:15:00,16.3655,16.36833,16.36223,16.36588,1307.0,884.0,0.0
2026-04-20 20:20:00,16.36549,16.37018,16.36547,16.36971,1384.0,884.0,0.0
2026-04-20 20:25:00,16.36964,16.3757,16.36938,16.37243,1049.0,884.0,0.0
2026-04-20 20:30:00,16.37223,16.37999,16.37021,16.37968,1081.0,884.0,0.0
2026-04-20 20:35:00,16.37966,16.37976,16.36649,16.36885,1298.0,884.0,0.0
2026-04-20 20:40:00,16.36898,16.37051,16.36171,16.36239,1428.0,920.0,0.0
2026-04-20 20:45:00,16.3624,16.36699,16.36203,16.36634,1286.0,884.0,0.0
2026-04-20 20:50:00,16.36635,16.37106,16.36576,16.36995,922.0,884.0,0.0
2026-04-20 20:55:00,16.37002,16.37316,16.36956,16.37085,813.0,884.0,0.0
2026-04-20 21:00:00,16.37075,16.37355,16.36874,16.37281,1037.0,888.0,0.0
2026-04-20 21:05:00,16.37304,16.37415,16.36112,16.36224,1528.0,888.0,0.0
2026-04-20 21:10:00,16.36225,16.37551,16.35958,16.36067,1504.0,1055.0,0.0
2026-04-20 21:15:00,16.36064,16.36345,16.35874,16.36264,982.0,967.0,0.0
2026-04-20 21:20:00,16.36264,16.36434,16.35906,16.36397,1294.0,888.0,0.0
2026-04-20 21:25:00,16.36389,16.36624,16.35903,16.36227,1474.0,888.0,0.0
2026-04-20 21:30:00,16.36228,16.36634,16.35738,16.36439,1516.0,969.0,0.0
2026-04-20 21:35:00,16.36441,16.37033,16.36331,16.36974,1137.0,888.0,0.0
2026-04-20 21:40:00,16.36975,16.37057,16.36536,16.36588,760.0,888.0,0.0
2026-04-20 21:45:00,16.36581,16.36914,16.36435,16.36859,1087.0,888.0,0.0
2026-04-20 21:50:00,16.36857,16.3686,16.36515,16.36527,862.0,888.0,0.0
2026-04-20 21:55:00,16.36528,16.3701,16.36417,16.36691,1063.0,888.0,0.0
2026-04-20 22:00:00,16.36721,16.36766,16.36211,16.36301,694.0,888.0,0.0
