time,Open,High,Low,Close,Volume,Spread
2026-04-06 08:15:00,2.31629,2.31699,2.31604,2.3168,665.0,15.0
2026-04-06 08:30:00,2.31682,2.31728,2.31667,2.31712,650.0,15.0
2026-04-06 08:45:00,2.31709,2.31739,2.31653,2.31736,712.0,14.333333333333334
2026-04-06 09:00:00,2.31737,2.31774,2.31701,2.3173,795.0,20.0
2026-04-06 09:15:00,2.3173,2.3175,2.31698,2.31723,725.0,17.333333333333332
2026-04-06 09:30:00,2.31725,2.31757,2.31663,2.31665,784.0,17.666666666666668
2026-04-06 09:45:00,2.31665,2.3168,2.3152,2.31578,1514.0,23.333333333333332
2026-04-06 10:00:00,2.31573,2.3159,2.31464,2.31564,1237.0,11.666666666666666
2026-04-06 10:15:00,2.31559,2.31576,2.31477,2.31497,1148.0,9.0
2026-04-06 10:30:00,2.31497,2.31593,2.31482,2.31524,1143.0,11.0
2026-04-06 10:45:00,2.31524,2.31615,2.31511,2.31568,1633.0,21.333333333333332
2026-04-06 11:00:00,2.31564,2.31571,2.31435,2.31492,1743.0,17.333333333333332
2026-04-06 11:15:00,2.31507,2.31648,2.31493,2.31619,1274.0,10.666666666666666
2026-04-06 11:30:00,2.31619,2.31629,2.3151,2.3155,1239.0,9.0
2026-04-06 11:45:00,2.31546,2.31584,2.31432,2.31468,1145.0,9.0
2026-04-06 12:00:00,2.31485,2.31573,2.31469,2.31548,1180.0,15.666666666666666
2026-04-06 12:15:00,2.31544,2.31587,2.3147,2.31531,907.0,12.0
2026-04-06 12:30:00,2.31533,2.31563,2.31454,2.31544,807.0,9.0
2026-04-06 12:45:00,2.3154,2.31597,2.31483,2.31576,1405.0,21.0
2026-04-06 13:00:00,2.31578,2.31594,2.31491,2.3153,1210.0,13.0
2026-04-06 13:15:00,2.31532,2.31549,2.31467,2.31502,877.0,9.0
2026-04-06 13:30:00,2.31502,2.31547,2.31468,2.31545,825.0,9.0
2026-04-06 13:45:00,2.31541,2.31624,2.31527,2.31557,1576.0,13.666666666666666
2026-04-06 14:00:00,2.31562,2.31563,2.31513,2.31533,1127.0,9.666666666666666
2026-04-06 14:15:00,2.31537,2.31572,2.3147,2.31522,948.0,9.0
2026-04-06 14:30:00,2.3152,2.3152,2.3143,2.31497,974.0,9.0
2026-04-06 14:45:00,2.31496,2.3151,2.31379,2.31381,865.0,10.0
2026-04-06 15:00:00,2.3138,2.31418,2.31347,2.31402,1059.0,9.0
2026-04-06 15:15:00,2.31403,2.31514,2.31391,2.31477,1133.0,9.0
2026-04-06 15:30:00,2.31475,2.31542,2.31462,2.31465,1143.0,9.0
2026-04-06 15:45:00,2.31467,2.31533,2.31437,2.31517,1265.0,9.333333333333334
2026-04-06 16:00:00,2.31518,2.31631,2.31507,2.31599,1419.0,10.333333333333334
2026-04-06 16:15:00,2.31602,2.31653,2.3155,2.31638,984.0,9.0
2026-04-06 16:30:00,2.31634,2.31742,2.31554,2.31709,1843.0,10.333333333333334
2026-04-06 16:45:00,2.31709,2.31765,2.31609,2.31697,1477.0,10.0
2026-04-06 17:00:00,2.31685,2.3181,2.31511,2.31525,2242.0,10.0
2026-04-06 17:15:00,2.31523,2.31678,2.31492,2.31637,2082.0,10.0
2026-04-06 17:30:00,2.31639,2.31717,2.31498,2.31508,2252.0,10.0
2026-04-06 17:45:00,2.31507,2.31564,2.31437,2.3146,2601.0,10.666666666666666
